transaction_id,log_amount,rel_amount,band_9k,hr_country,offshore,cash,nonactive_status,days_since_prev_txn,same_day_txns,counterparty_novelty,intl_mismatch,score,anomaly,account_id,amount,flagged_by_rules
TXN000687,8.653144403913668,0.6476239908314717,0,0,1,1,0,0.0,7,1,0,0.484122,1,ACC00006,5727.13,0
TXN001270,8.762008993739514,0.7221211098351915,0,0,0,1,0,0.0,7,0,0,0.530964,1,ACC00006,6385.93,0
TXN000795,8.310124740558699,0.45953685815072326,0,0,1,0,0,14.0,1,1,0,0.415056,1,ACC00006,4063.82,0
TXN000575,9.303544699665927,1.2411504987677104,0,0,0,0,0,4.0,1,1,0,0.358307,1,ACC00006,10975.86,0
TXN001099,9.602724968656903,1.674044572752577,0,0,0,0,0,1.0,1,1,0,0.361425,1,ACC00006,14804.07,0
TXN000289,9.395780394630442,1.361085432522606,0,0,0,0,0,10.0,1,1,0,0.359721,1,ACC00006,12036.48,0
TXN000347,8.085591478662808,0.3670962011331749,0,0,0,0,0,9.0,1,1,0,0.362221,1,ACC00006,3246.34,0
TXN000695,8.159909490794178,0.4597684374391905,0,0,1,1,0,1.0,13,1,0,0.51332,1,ACC00007,3496.87,0
TXN000150,9.568899040591022,1.8816956185607674,0,0,1,0,0,0.0,13,1,0,0.432054,1,ACC00007,14311.65,0
TXN000345,5.333491441555691,0.027105915021851973,0,0,1,0,0,0.0,13,1,0,0.471612,1,ACC00007,206.16,0
TXN000650,8.636443594406844,0.7405294962212651,0,0,1,1,0,0.0,13,1,0,0.491061,1,ACC00007,5632.26,0
TXN001055,9.549225409735966,1.8450350525657004,0,0,1,0,0,0.0,13,1,0,0.430859,1,ACC00007,14032.82,0
TXN000432,8.948432603298633,1.0117148672315046,0,0,0,0,0,0.0,13,1,0,0.371693,1,ACC00007,7694.82,0
TXN000694,9.205188121901433,1.307911677000994,1,0,0,1,0,0.0,13,1,0,0.482884,1,ACC00007,9947.61,1
TXN001324,8.825116030461274,0.8943242717323276,0,0,0,0,0,0.0,13,0,0,0.502587,1,ACC00007,6801.98,0
TXN000590,9.2780233192202,1.406738612517947,0,0,0,0,0,0.0,13,1,0,0.374891,1,ACC00007,10699.26,0
TXN001423,7.0874483844224,0.15723034768568916,0,0,0,1,0,0.0,13,1,0,0.464834,1,ACC00007,1195.85,0
TXN000955,8.936787346116892,1.0,0,0,0,0,0,0.0,13,1,0,0.371772,1,ACC00007,7605.72,0
TXN000962,8.468406227241685,0.6259657205366487,0,0,0,0,0,0.0,13,1,0,0.373347,1,ACC00007,4760.92,0
TXN001371,9.001660466022692,1.0670324440026717,0,0,1,1,0,0.0,13,1,0,0.492205,1,ACC00007,8115.55,0
TXN000797,9.070503426788383,1.3491180455013105,0,0,0,1,0,1.0,7,1,0,0.443571,1,ACC00008,8694.0,0
TXN000028,8.029204801553004,0.47613283862568107,0,1,0,0,0,0.0,7,1,1,0.508194,1,ACC00008,3068.3,1
TXN000703,11.247456445735835,11.89961531359158,0,0,0,0,0,0.0,7,1,0,0.430015,1,ACC00008,76683.62,0
TXN001478,9.193650873860918,1.5259418920240029,1,0,1,1,0,0.0,7,1,0,0.537619,1,ACC00008,9833.49,1
TXN000531,8.613137715436267,0.8538657182183697,0,0,1,0,0,0.0,7,1,0,0.415414,1,ACC00008,5502.49,0
TXN000653,13.081357886883046,50.0,0,0,1,0,0,0.0,7,1,0,0.562997,1,ACC00008,479910.93,0
TXN001196,8.497522995350655,0.7606223260880697,0,0,0,1,0,0.0,7,1,0,0.431428,1,ACC00008,4901.61,0
TXN000939,8.136114307502899,0.5298741040406815,0,0,0,0,0,3.0,1,1,0,0.360007,1,ACC00008,3414.62,0
TXN000834,8.950004948019227,1.1959464387411336,0,0,0,1,0,7.0,1,1,0,0.421874,1,ACC00008,7706.93,0
TXN000332,9.169195408640448,1.4890731369710173,1,0,1,1,0,22.0,1,1,0,0.542407,1,ACC00008,9595.9,1
TXN000946,9.179046795884222,1.503816604362676,1,0,0,1,0,13.0,1,1,0,0.465097,1,ACC00008,9690.91,1
TXN001495,8.233702323582925,0.5842065978607153,0,0,1,1,0,90.0,1,1,0,0.572484,1,ACC00008,3764.75,0
TXN001350,8.868396392637445,1.1022111321636012,0,0,0,0,0,34.0,1,1,0,0.380326,1,ACC00008,7102.88,0
TXN001401,7.418264852809608,0.25839319326961724,0,0,0,0,0,23.0,1,0,0,0.48906,1,ACC00008,1665.14,0
TXN000513,8.41906644882029,0.7032157549179806,0,0,1,0,0,11.0,1,0,0,0.515409,1,ACC00008,4531.67,0
TXN000480,7.071157318423514,0.18256853826923702,0,1,0,1,0,47.0,2,1,1,0.623288,-1,ACC00008,1176.51,1
TXN000198,8.771092498240444,1.0,0,0,1,1,0,0.0,2,0,0,0.565927,1,ACC00008,6444.21,0
TXN000823,8.443484216575577,0.4775155711263963,0,0,0,0,0,1.0,9,1,0,0.386203,1,ACC00009,4643.71,0
TXN001086,8.138132400827049,0.35183701758300745,0,0,0,0,0,0.0,9,1,0,0.373214,1,ACC00009,3421.52,0
TXN000642,12.99594160003557,45.30928262275662,0,0,1,0,0,0.0,9,1,0,0.552219,1,ACC00009,440620.54,1
TXN000885,9.566187973761762,1.4676911338412482,0,0,0,0,0,0.0,9,1,0,0.371769,1,ACC00009,14272.9,0
TXN001239,8.055395798717601,0.32389074041130195,0,0,0,0,0,0.0,9,1,0,0.374479,1,ACC00009,3149.75,0
TXN000217,12.47083756458072,26.80011887219491,0,0,0,0,0,0.0,9,1,0,0.455524,1,ACC00009,260623.92,0
TXN001106,9.368370943849907,1.2042514290885198,0,0,0,0,0,0.0,9,1,0,0.368381,1,ACC00009,11711.02,0
TXN000140,10.347370487468023,3.205637585825005,0,0,0,0,0,0.0,9,1,0,0.394676,1,ACC00009,31173.96,0
TXN001072,9.186084563972797,1.0035610243163564,1,0,1,1,0,0.0,9,1,0,0.510857,1,ACC00009,9759.36,1
TXN000367,9.016057563782951,0.846630189218621,0,0,0,1,0,3.0,1,1,0,0.412787,1,ACC00009,8233.25,0
TXN001321,9.178963217533855,0.9964389756836437,1,0,0,1,0,16.0,1,1,0,0.440741,1,ACC00009,9690.1,1
TXN000420,8.646620172455668,0.585093879213099,0,0,0,0,0,38.0,1,1,0,0.386324,1,ACC00009,5689.88,0
TXN000637,8.575912941292023,0.5481807239878895,0,0,0,0,0,1.0,14,1,0,0.402031,1,ACC00010,5301.39,0
TXN000930,8.407695239472178,0.4632897936899228,0,0,0,0,0,0.0,14,1,0,0.380192,1,ACC00010,4480.42,0
TXN001453,9.477686054705963,1.350851215194481,0,0,0,0,0,0.0,14,1,0,0.380613,1,ACC00010,13063.92,0
TXN001559,9.543555882646272,1.4428345714143904,0,0,0,0,0,0.0,14,1,0,0.38191,1,ACC00010,13953.48,0
TXN001002,9.32596552552319,1.160675140214748,0,0,1,0,0,0.0,14,1,0,0.426521,1,ACC00010,11224.75,0
TXN001076,9.17697798526977,1.0,1,0,0,1,0,0.0,14,1,0,0.461714,1,ACC00010,9670.88,1
TXN001498,9.176201205865532,0.9992234419204873,1,0,1,1,0,0.0,14,1,0,0.522718,1,ACC00010,9663.37,1
TXN001108,9.194881496913638,1.0180666082093874,1,0,0,1,0,0.0,14,1,0,0.463138,1,ACC00010,9845.6,1
TXN001288,8.668484931223446,0.6013599589696078,0,0,1,0,0,0.0,14,1,0,0.425774,1,ACC00010,5815.68,0
TXN000957,8.178445167153676,0.368354275929388,0,0,0,0,0,0.0,14,1,0,0.381892,1,ACC00010,3562.31,0
TXN000961,9.154781149336317,0.9780454312327317,1,0,1,0,0,0.0,14,1,0,0.529538,1,ACC00010,9458.56,0
TXN000816,0.0,0.0,0,0,0,1,0,0.0,14,1,0,0.558578,1,ACC00010,,0
TXN000268,9.189190277253392,1.0122884370398557,1,0,0,1,0,0.0,14,1,0,0.462346,1,ACC00010,9789.72,1
TXN000435,11.837428787626681,14.304110897870721,0,0,0,0,0,0.0,14,1,0,0.449754,1,ACC00010,138333.34,0
TXN001042,6.5136454549121074,0.06961931075558792,0,0,0,0,0,20.0,1,1,0,0.390317,1,ACC00010,673.28,0
TXN000081,9.444681001383609,1.3069906771669177,0,0,0,0,0,6.0,1,0,0,0.462632,1,ACC00010,12639.75,0
TXN000419,9.098980786718567,0.9249592591367074,0,0,0,0,0,11.0,1,1,0,0.359727,1,ACC00010,8945.17,0
TXN000355,12.931270472563765,42.70830782720911,0,0,0,0,0,3.0,1,1,0,0.462162,1,ACC00010,413026.92,0
TXN000563,9.589956932992372,1.6678370393868265,0,1,0,0,0,1.0,14,1,1,0.561014,1,ACC00011,14616.24,1
TXN001388,9.34250044977818,1.302195789625028,0,0,1,0,0,0.0,14,1,0,0.428719,1,ACC00011,11411.91,0
TXN000669,9.078475019307465,1.0,0,0,0,0,0,0.0,14,1,0,0.376987,1,ACC00011,8763.59,0
TXN000887,8.927822276547724,0.8601303803578214,0,0,0,0,0,0.0,14,1,0,0.377067,1,ACC00011,7537.83,0
TXN000666,9.1978527248569,1.1268099032474135,1,0,0,1,0,0.0,14,1,0,0.469061,1,ACC00011,9874.9,1
TXN001317,9.179143779287754,1.1059223446099145,1,0,0,1,0,0.0,14,1,0,0.466207,1,ACC00011,9691.85,1
TXN000553,8.516895147005414,0.5702583073831615,0,1,0,0,0,0.0,14,1,1,0.533342,1,ACC00011,4997.51,1
TXN001284,9.171750259952208,1.0977749986021712,1,0,0,1,0,0.0,14,0,0,0.573905,1,ACC00011,9620.45,1
TXN001214,8.413957084270518,0.5144661035032446,0,0,1,0,0,0.0,14,1,0,0.426473,1,ACC00011,4508.57,0
TXN000087,8.044363171689364,0.3554684781008696,0,0,0,1,0,0.0,14,1,0,0.452387,1,ACC00011,3115.18,0
TXN000105,8.10924901295089,0.3793057411403317,0,0,1,1,0,0.0,14,1,0,0.50023,1,ACC00011,3324.08,0
TXN000907,8.638831895531707,0.6442257111526212,0,0,0,0,0,0.0,14,1,0,0.377475,1,ACC00011,5645.73,0
TXN000623,6.689089188861361,0.09158233098536102,0,0,0,0,0,0.0,14,1,0,0.401333,1,ACC00011,802.59,1
TXN000602,12.715398034506505,37.97902800108175,0,0,0,0,0,0.0,14,1,0,0.478855,1,ACC00011,332832.63,0
TXN001068,8.493525303616035,0.5570833414160179,0,0,0,0,0,22.0,1,0,0,0.475276,1,ACC00011,4882.05,0
TXN001449,9.066928326070954,0.9885184039874069,0,0,1,1,0,3.0,1,1,0,0.473967,1,ACC00011,8662.97,0
TXN000093,10.64394690080474,4.785364217175838,0,0,1,0,0,2.0,1,1,0,0.450446,1,ACC00011,41936.97,0
TXN000827,9.402205411195139,1.3823182052104217,0,0,1,0,0,2.0,1,1,0,0.409936,1,ACC00011,12114.07,0
TXN000377,9.18347367277127,1.1107217475943079,1,0,0,1,0,16.0,1,1,0,0.443849,1,ACC00011,9733.91,1
TXN000172,8.974929382387623,0.9302396219451249,0,0,0,0,0,1.0,7,1,0,0.375371,1,ACC00012,7901.46,0
TXN001519,8.180547739794171,0.4202740638838805,0,0,0,1,0,0.0,7,1,0,0.435107,1,ACC00012,3569.81,0
TXN000766,8.365416358450364,0.5056389771374046,0,1,0,0,0,0.0,7,1,0,0.484064,1,ACC00012,4294.9,1
TXN001447,8.367708940188917,0.5067997958560185,0,0,0,1,0,0.0,7,1,0,0.431861,1,ACC00012,4304.76,0
TXN000155,9.505671366694546,1.5816696599542854,0,0,0,0,0,0.0,7,1,0,0.369857,1,ACC00012,13434.71,0
TXN000159,9.161267767924363,1.1208046145487318,1,0,0,1,0,0.0,7,1,0,0.456365,1,ACC00012,9520.12,1
TXN000021,12.793072778975283,42.34939348399254,0,0,1,0,0,0.0,7,1,0,0.53705,1,ACC00012,359715.96,0
TXN000166,9.174128567513522,1.1353136712304739,1,0,1,0,0,19.0,1,1,0,0.518274,1,ACC00012,9643.36,0
TXN000731,8.368430967747875,0.5071659364457638,0,0,0,1,0,6.0,1,1,0,0.420346,1,ACC00012,4307.87,0
TXN001230,9.114660623889913,1.0697603780548752,1,1,0,0,0,4.0,1,1,1,0.578921,1,ACC00012,9086.55,1
TXN000835,9.510733811595049,1.5896976750072551,0,1,0,0,0,8.0,1,1,1,0.50829,1,ACC00012,13502.9,1
TXN000126,9.485088409252821,1.5494445788529676,0,0,0,0,0,14.0,1,1,0,0.365306,1,ACC00012,13160.99,0
TXN001123,8.849780749577896,0.8207977273382816,0,0,0,0,0,4.0,1,1,0,0.358233,1,ACC00012,6971.86,0
TXN000579,8.299318236640765,0.4732902794382627,0,1,0,1,0,1.0,1,1,1,0.552043,1,ACC00012,4020.13,1
TXN001531,7.78807058605364,0.2838072263908486,0,0,0,0,0,25.0,2,1,0,0.396994,1,ACC00012,2410.66,0
TXN000820,8.701684060217211,0.7077968520150388,0,0,0,0,0,0.0,2,1,0,0.366244,1,ACC00012,6012.03,0
TXN001273,12.100582565923746,21.188553573961872,0,0,1,0,0,21.0,1,1,0,0.522377,1,ACC00012,179975.68,0
TXN001588,9.185057435178758,1.1477907065041757,1,0,0,1,0,11.0,1,1,0,0.440773,1,ACC00012,9749.34,1
TXN000849,5.845137350537404,0.03597398346480986,0,0,1,1,0,1.0,9,1,0,0.539726,1,ACC00013,344.55,0
TXN000049,7.774242133052768,0.24823562515432893,0,1,0,0,0,0.0,9,1,1,0.52348,1,ACC00013,2377.54,1
TXN000506,9.425859732873576,1.2950905509694075,0,1,0,0,0,0.0,9,1,1,0.513469,1,ACC00013,12404.06,1
TXN000030,12.253195897363337,21.88918384318663,0,0,1,0,0,0.0,9,1,0,0.51262,1,ACC00013,209649.24,0
TXN000526,9.16970169398576,1.0024019198653547,1,0,0,1,0,0.0,9,1,0,0.450317,1,ACC00013,9600.76,1
TXN000169,8.907112757966663,0.7708810676405901,0,0,1,1,0,0.0,9,1,0,0.484176,1,ACC00013,7383.31,0
TXN000185,9.592679456419173,1.5302218526157747,0,0,1,0,0,0.0,9,1,0,0.422614,1,ACC00013,14656.09,0
TXN001543,8.876006846680589,0.7472680184448234,0,0,0,1,0,0.0,9,1,0,0.430576,1,ACC00013,7157.15,0
TXN000786,9.177912217076797,1.0106669047182768,1,0,0,1,0,0.0,9,1,0,0.447378,1,ACC00013,9679.92,1
TXN001053,9.1648983465296,0.9975980801346452,1,0,0,0,0,90.0,1,1,0,0.556336,1,ACC00013,9554.75,0
TXN001067,8.726043073223016,0.6431883045661535,0,0,0,0,0,1.0,1,1,0,0.35708,1,ACC00013,6160.3,0
TXN000476,9.332527030769418,1.1796762393692466,0,0,0,0,0,71.0,1,1,0,0.438123,1,ACC00013,11298.65,0
TXN000861,8.407902741450327,0.467891483964666,0,0,0,1,0,39.0,1,1,0,0.453574,1,ACC00013,4481.35,0
TXN000443,9.294912192332532,1.136123235559899,0,0,0,0,0,35.0,1,0,0,0.489629,1,ACC00013,10881.51,0
TXN001010,9.176343988217875,1.1308390656792873,1,1,0,1,0,1.0,1,1,1,0.580939,1,ACC00014,9664.75,1
TXN000723,7.5390164174695355,0.2198529695677661,0,0,0,0,0,22.0,1,1,0,0.378325,1,ACC00014,1878.98,0
TXN000522,8.534461236822738,0.5951058499765401,0,0,0,0,0,2.0,1,1,0,0.357734,1,ACC00014,5086.09,0
TXN000872,9.193804403336083,1.1507594310205427,1,0,1,1,0,90.0,1,1,0,0.596682,-1,ACC00014,9835.0,1
TXN001468,9.053397631305483,1.0,0,0,1,0,0,17.0,1,1,0,0.414373,1,ACC00014,8546.53,0
TXN000805,8.738113473097075,0.7295498874982009,0,0,0,0,0,2.0,1,1,0,0.35696,1,ACC00014,6235.12,0
TXN001398,9.293621215838604,1.2715651849347043,0,0,1,0,0,46.0,1,1,0,0.456996,1,ACC00014,10867.47,0
TXN000521,7.1587007503179105,0.15026449330898037,0,1,0,0,0,56.0,1,1,1,0.577573,1,ACC00014,1284.24,1
TXN000033,9.346723569337298,1.3409196480910963,0,0,0,0,0,36.0,1,1,0,0.38395,1,ACC00014,11460.21,0
TXN000918,8.356907061482895,0.4982723982715792,0,0,0,0,0,34.0,1,0,0,0.491287,1,ACC00014,4258.5,0
TXN000344,9.172727805062312,1.1267567071080309,1,0,0,0,0,22.0,1,1,0,0.473829,1,ACC00014,9629.86,0
TXN001025,9.090691596909956,0.9105822240150598,0,0,1,0,0,1.0,5,1,0,0.423529,1,ACC00015,8871.32,0
TXN001221,9.163052728457046,0.9789232094119868,1,0,1,1,0,0.0,5,1,0,0.51639,1,ACC00015,9537.13,1
TXN001091,9.58991109565539,1.5001914298940617,0,0,0,0,0,0.0,5,1,0,0.369462,1,ACC00015,14615.57,0
TXN000796,9.176055298489551,0.9917361818922716,1,0,0,1,0,0.0,5,1,0,0.445462,1,ACC00015,9661.96,1
TXN001155,9.259836953240962,1.0784144062029446,0,0,0,0,0,0.0,5,1,0,0.366816,1,ACC00015,10506.42,0
TXN000886,6.085660469994938,0.04501014629760215,0,0,0,0,0,2.0,1,1,0,0.386066,1,ACC00015,438.51,0
TXN000120,8.140134765803793,0.3519004934067029,0,0,0,1,0,7.0,2,1,0,0.439737,1,ACC00015,3428.38,0
TXN000629,8.718186016807154,0.6273645184434749,0,0,1,0,0,0.0,2,1,0,0.41652,1,ACC00015,6112.08,1
TXN000282,9.192581614554232,1.0082638181077284,1,0,0,1,0,55.0,1,1,0,0.49787,1,ACC00015,9822.98,1
TXN000570,9.272314670803988,1.0919561466445369,0,0,1,0,0,3.0,1,1,0,0.407148,1,ACC00015,10638.35,0
TXN000302,12.570274863326706,29.548158731820575,0,0,0,0,0,5.0,1,1,0,0.445396,1,ACC00015,287872.05,0
TXN001295,5.631032554291537,0.028529726034568235,0,0,1,1,0,3.0,1,1,0,0.521586,1,ACC00015,277.95,0
TXN000430,9.30320027958666,1.1262113201272368,0,0,0,0,0,14.0,1,1,0,0.36246,1,ACC00015,10972.08,0
TXN001383,9.612002926198064,1.5337044917767262,0,0,0,0,0,3.0,1,1,0,0.361364,1,ACC00015,14942.07,0
TXN000329,9.260185217868504,1.0787900809548299,0,0,0,0,0,12.0,1,1,0,0.362047,1,ACC00015,10510.08,0
TXN001570,8.784635310958931,0.670475762306684,0,0,0,0,0,17.0,1,1,0,0.365489,1,ACC00015,6532.09,0
TXN000903,8.573821131246392,0.5171757796041345,0,0,0,0,1,1.0,13,1,0,0.449962,1,ACC00016,5290.31,0
TXN000571,7.908026800250876,0.2657111043548733,0,0,1,0,1,0.0,13,1,0,0.485332,1,ACC00016,2718.02,0
TXN000010,9.504622118590385,1.3119873147832244,0,1,0,0,1,0.0,13,1,1,0.577913,1,ACC00016,13420.62,1
TXN000020,9.177929777237132,0.946316584923792,1,0,0,1,1,0.0,13,1,0,0.518612,1,ACC00016,9680.09,1
TXN000035,9.602581764214078,1.4470248493777147,0,0,0,0,1,0.0,13,1,0,0.426023,1,ACC00016,14801.95,0
TXN000952,9.450648564354566,1.243046641829346,0,0,0,0,1,0.0,13,1,0,0.423427,1,ACC00016,12715.41,0
TXN000465,9.343148628200591,1.11634111267417,0,0,1,0,1,0.0,13,1,0,0.478193,1,ACC00016,11419.31,0
TXN000860,7.907875999258247,0.2656710231366389,0,0,1,0,1,0.0,13,1,0,0.485332,1,ACC00016,2717.61,0
TXN001142,9.209291822440207,0.9764684145336453,1,0,1,1,1,0.0,13,1,0,0.573026,1,ACC00016,9988.52,1
TXN000777,9.233102341586386,1.0,0,0,0,0,1,0.0,13,1,0,0.420941,1,ACC00016,10229.23,0
TXN001245,9.200252661686893,0.9676808518334225,1,0,0,1,1,0.0,13,0,0,0.608596,-1,ACC00016,9898.63,1
TXN001309,0.0,0.0,0,0,0,1,1,0.0,13,1,0,0.589629,1,ACC00016,,1
